iter	Passed	Remaining
1792	2512	290
1793	2513	288
1794	2514	287
1795	2516	285
1796	2517	284
1797	2519	283
1798	2520	281
1799	2521	280
1800	2523	278
1801	2524	277
1802	2525	275
1803	2527	274
1804	2528	273
1805	2530	271
1806	2532	270
1807	2533	269
1808	2535	267
1809	2536	266
1810	2539	265
1811	2540	263
1812	2542	262
1813	2544	260
1814	2546	259
1815	2547	258
1816	2549	256
1817	2550	255
1818	2551	253
1819	2553	252
1820	2554	251
1821	2555	249
1822	2557	248
1823	2559	246
1824	2560	245
1825	2561	244
1826	2562	242
1827	2563	241
1828	2564	239
1829	2565	238
1830	2567	236
1831	2568	235
1832	2569	234
1833	2570	232
1834	2572	231
1835	2574	229
1836	2575	228
1837	2576	227
1838	2577	225
1839	2578	224
1840	2579	222
1841	2580	221
1842	2582	219
1843	2583	218
1844	2584	217
1845	2586	215
1846	2588	214
1847	2589	212
1848	2590	211
1849	2591	210
1850	2593	208
1851	2594	207
1852	2595	205
1853	2597	204
1854	2600	203
1855	2601	201
1856	2603	200
1857	2604	199
1858	2606	197
1859	2607	196
1860	2609	194
1861	2610	193
1862	2611	192
1863	2613	190
1864	2615	189
1865	2617	187
1866	2618	186
1867	2619	185
1868	2621	183
1869	2622	182
1870	2623	180
1871	2625	179
1872	2626	178
1873	2627	176
1874	2628	175
1875	2630	173
1876	2631	172
1877	2632	171
1878	2634	169
1879	2635	168
1880	2636	166
1881	2637	165
1882	2638	163
1883	2639	162
1884	2641	161
1885	2642	159
1886	2643	158
1887	2645	156
1888	2646	155
1889	2647	154
1890	2648	152
1891	2649	151
1892	2651	149
1893	2652	148
1894	2653	147
1895	2654	145
1896	2655	144
1897	2657	142
1898	2658	141
1899	2660	140
1900	2661	138
1901	2662	137
1902	2663	135
1903	2664	134
1904	2666	132
1905	2667	131
1906	2668	130
1907	2670	128
1908	2671	127
1909	2673	125
1910	2674	124
1911	2676	123
1912	2677	121
1913	2678	120
1914	2680	118
1915	2681	117
1916	2682	116
1917	2683	114
1918	2686	113
1919	2687	111
1920	2689	110
1921	2690	109
1922	2691	107
1923	2692	106
1924	2693	104
1925	2695	103
1926	2696	102
1927	2697	100
1928	2698	99
1929	2700	97
1930	2701	96
1931	2703	95
1932	2704	93
1933	2706	92
1934	2708	90
1935	2709	89
1936	2711	88
1937	2712	86
1938	2714	85
1939	2715	83
1940	2717	82
1941	2718	81
1942	2720	79
1943	2721	78
1944	2723	77
1945	2724	75
1946	2726	74
1947	2727	72
1948	2729	71
1949	2730	70
1950	2732	68
1951	2733	67
1952	2734	65
1953	2736	64
1954	2737	63
1955	2738	61
1956	2740	60
1957	2741	58
1958	2743	57
1959	2744	56
1960	2746	54
1961	2747	53
1962	2748	51
1963	2750	50
1964	2751	49
1965	2752	47
1966	2754	46
1967	2756	44
1968	2757	43
1969	2758	42
1970	2760	40
1971	2761	39
1972	2762	37
1973	2764	36
1974	2765	35
1975	2767	33
1976	2768	32
1977	2770	30
1978	2771	29
1979	2773	28
1980	2774	26
1981	2776	25
1982	2777	23
1983	2779	22
1984	2780	21
1985	2782	19
1986	2783	18
1987	2784	16
1988	2786	15
1989	2787	14
1990	2789	12
1991	2790	11
1992	2792	9
1993	2793	8
1994	2795	7
1995	2797	5
1996	2798	4
1997	2800	2
1998	2802	1
1999	2803	0
